Open,Close,High,Low,Volume,Date
2045.85,2045.85,2045.85,2045.85,,01/06/24
2043.64,2045.85,2063.7,2037.4,,01/05/24
2042.28,2043.49,2050.7,2036.65,,01/04/24
2059.43,2041.55,2065.95,2030.8,,01/03/24
2062.75,2059.09,2078.85,2056.85,,01/02/24
2062.75,2062.75,2062.75,2062.75,,01/01/24
2062.75,2062.75,2062.75,2062.75,,12/30/23
2066.93,2065.2,2074.72,2058.3,,12/29/23
2077.96,2065.53,2088.29,2064.83,,12/28/23
2066.85,2077.69,2084.39,2061.6,,12/27/23
2053.3,2056.02,2067.58,2067.58,,12/26/23
2053.3,2053.3,2053.3,2053.3,,12/25/23
2053.3,2053.3,2053.3,2053.3,,12/24/23
2053.3,2053.3,2053.3,2053.3,,12/23/23
2049.3,2053.3,2070.4,2046.91,,12/22/23
2032.45,2045.94,2045.99,2031.67,,12/21/23
2039.91,2031.94,2043.4,2027.7,,12/20/23
2027.73,2040.31,2046.86,2021.85,,12/19/23
2020.11,2027.15,2033.48,2016.22,,12/18/23
2018.4,2018.4,2018.4,2018.4,,12/17/23
2018.4,2018.4,2018.4,2018.4,,12/16/23
2036.64,2018.4,2044.9,2015.87,,12/15/23
2026.02,2036.11,2047.82,2025.34,,12/14/23
1980.05,2027.58,2027.69,1973.16,,12/13/23
1982.19,1979.57,1996.3,1977.35,,12/12/23
2006.58,1981.74,2008.65,1976.03,,12/11/23
2003.6,2003.72,2003.72,2003.6,,12/10/23
2003.6,2003.6,2003.6,2003.6,,12/09/23
2028.83,2003.6,2034.06,1994.9,,12/08/23
2026.09,2028.48,2039.61,2020.3,,12/07/23
2019.49,2025.54,2035.8,2017.5,,12/06/23
2029.37,2019.29,2041.1,2010.5,,12/05/23
2074.12,2029.28,2111.4,2020.94,,12/04/23
2071.25,2071.29,2071.29,2071.25,,12/03/23
2071.25,2071.25,2071.25,2071.25,,12/02/23
2038.31,2071.25,2074.75,2034.05,,12/01/23
2044.75,2036.46,2046.97,2032.1,,11/30/23
2041.29,2044.36,2051.61,2035.7,,11/29/23
2013.4,2041.51,2042.9,2011.79,,11/28/23
2000.87,2014.51,2017.25,2000.73,,11/27/23
0,2002.33,0,0,,11/26/23
2002.33,2002.33,2002.33,2002.33,,11/25/23
1992.05,2002.33,2003.35,1991.59,,11/24/23
1990.14,1992.05,1998.55,1989.93,,11/23/23
1998.63,1989.9,2006.3,1986.95,,11/22/23
1978.85,1998.44,2007.5,1978.74,,11/21/23
1977.77,1977.84,1985.22,1965.85,,11/20/23
1980.39,1980.39,1980.39,1980.39,,11/19/23
1980.39,1980.39,1980.39,1980.39,,11/18/23
1981.37,1980.39,1993.38,1978.76,,11/17/23
1960.56,1981.95,1987.95,1956.61,,11/16/23
1962.79,1959.49,1974.54,1955.96,,11/15/23
1946.35,1963.61,1970.6,1943.81,,11/14/23
1940.34,1946.15,1949.15,1931.93,,11/13/23
1937.05,1937.05,1937.05,1937.05,,11/12/23
1937.05,1937.05,1937.05,1937.05,,11/11/23
1958.23,1937.05,1960.86,1933.27,,11/10/23
1951.07,1958.57,1965.55,1944.95,,11/09/23
1969.15,1950.23,1971.03,1947.72,,11/08/23
1978.15,1969.2,1978.26,1956.85,,11/07/23
1992.52,1977.8,1993.16,1977.44,,11/06/23
1992.52,1992.52,1992.52,1992.52,,11/05/23
1992.52,1992.52,1992.52,1992.52,,11/04/23
1985.17,1992.52,2003.79,1983.41,,11/03/23
1984.38,1985.13,1991,1978.95,,11/02/23
1985,1983.8,1991.94,1970.24,,11/01/23
1995,1985,2007.25,1979.7,,10/31/23
2002,1995.29,2006.54,1991.5,,10/30/23
2006.52,2002.45,2006.8,1997.84,,10/29/23
2006.52,2006.52,2006.52,2006.52,,10/28/23
1984.1,2006.52,2009.4,1977.1,,10/27/23
1980.5,1985.17,1993.3,1972.06,,10/26/23
1970.14,1979.97,1986.77,1968.45,,10/25/23
1973.6,1971.36,1980.7,1954.8,,10/24/23
1981.82,1972.97,1982.85,1964.5,,10/23/23
1981.42,1981.42,1981.42,1981.42,,10/22/23
1981.42,1981.42,1981.42,1981.42,,10/21/23
1973.15,1981.42,1997.2,1972.15,,10/20/23
1948.07,1974.31,1977.65,1945.18,,10/19/23
1923.46,1948.29,1962.35,1923.36,,10/18/23
1919.8,1923.7,1931.35,1912.5,,10/17/23
1932.97,1920.14,1934.7,1908.2,,10/16/23
1932.97,1932.97,1932.97,1932.97,,10/15/23
1932.97,1932.97,1932.97,1932.97,,10/14/23
1869.6,1932.97,1932.97,1869.3,,10/13/23
1874.42,1869.02,1884.51,1867.42,,10/12/23
1860.2,1874.1,1877.02,1858.75,,10/11/23
1861.07,1860.48,1865.35,1853.1,,10/10/23
1833.38,1861.27,1863.45,1833.38,,10/09/23
1831.66,1831.66,1831.66,1831.66,,10/08/23
1831.66,1831.66,1831.66,1831.66,,10/07/23
1820.83,1831.66,1834.83,1810.75,,10/06/23
1821.92,1820.38,1829.16,1813.83,,10/05/23
1823.81,1821.43,1829.9,1816.7,,10/04/23
1828.61,1823.18,1832.75,1815.35,,10/03/23
1848.76,1827.92,1848.95,1827.4,,10/02/23
1848.76,1848.76,1848.76,1848.76,,10/01/23
1848.76,1848.76,1848.76,1848.76,,09/30/23
1865.27,1848.76,1879.45,1846.41,,09/29/23
1876.41,1864.91,1879.4,1857.95,,09/28/23
1900.97,1875.07,1903.8,1872.55,,09/27/23
1916.22,1900.82,1916.81,1899.32,,09/26/23
1925.91,1916.03,1927.05,1915.29,,09/25/23
1925.52,1925.52,1925.52,1925.52,,09/24/23
1925.52,1925.52,1925.52,1925.52,,09/23/23
1919.97,1925.52,1928.95,1919.95,,09/22/23
1930.18,1920.07,1931.57,1914.05,,09/21/23
1932.33,1930.47,1947.45,1927.89,,09/20/23
1933.66,1931.57,1937.25,1929.72,,09/19/23
1924.4,1933.64,1934.3,1922.71,,09/18/23
1923.6,1923.72,1923.72,1923.6,,09/17/23
1923.6,1923.6,1923.6,1923.6,,09/16/23
1910.76,1923.6,1930.4,1909.74,,09/15/23
1909.22,1910.68,1912.95,1900.97,,09/14/23
1913.46,1906.68,1915.65,1905.88,,09/13/23
1922.82,1913.55,1924.4,1907.85,,09/12/23
1919.6,1922.36,1930.37,1917.7,,09/11/23
1919.16,1919.16,1919.16,1919.16,,09/10/23
1919.16,1919.16,1919.16,1919.16,,09/09/23
1919.58,1919.16,1929.54,1917.38,,09/08/23
1917.39,1919.57,1923.55,1916.35,,09/07/23
1926.32,1916.61,1929.1,1915.35,,09/06/23
1938.81,1926.16,1939,1925.46,,09/05/23
1944.1,1944.1,1946.3,1939.58,,09/04/23
1939.85,1938.51,1946.3,1936.8,,09/02/23
1940.11,1939.85,1952.47,1934.9,,09/01/23
1943.79,1940.11,1947.76,1939.21,,08/31/23
1937.26,1942.61,1948.67,1935.11,,08/30/23
1920.27,1937.48,1938.16,1914.65,,08/29/23
1914.23,1920.23,1925.94,1913.2,,08/28/23
0,1914.23,0,0,,08/27/23
1914.23,1914.23,1914.23,1914.23,,08/26/23
1916.96,1914.23,1922.2,1904.05,,08/25/23
1917.18,1917.81,1923.25,1911.9,,08/24/23
1897.81,1915.51,1920.35,1897.71,,08/23/23
1894.75,1897.85,1904.36,1889.6,,08/22/23
1890.01,1894.88,1898.65,1884.98,,08/21/23
1889.4,1889.4,1889.4,1889.4,,08/20/23
1889.4,1889.4,1889.4,1889.4,,08/19/23
1889.66,1889.4,1896.8,1886.94,,08/18/23
1894.66,1889.38,1903.3,1885.15,,08/17/23
1902.39,1892.15,1907.2,1891.7,,08/16/23
1907.37,1901.95,1911.56,1896.47,,08/15/23
1913.67,1908.29,1916.05,1902.85,,08/14/23
0,1913.67,0,0,,08/13/23
1913.67,1913.67,1913.67,1913.67,,08/12/23
1912.8,1913.67,1920.94,1911.1,,08/11/23
1915.67,1912.39,1929.54,1912.25,,08/10/23
1925.11,1914.94,1932.38,1914.15,,08/09/23
1936.35,1925.1,1938.05,1923,,08/08/23
1942.55,1936.76,1946.71,1931.75,,08/07/23
1942.87,1942.87,1942.87,1942.87,,08/06/23
1942.87,1942.87,1942.87,1942.87,,08/05/23
1934.71,1942.87,1946.25,1930.45,,08/04/23
1935.17,1934.12,1938.96,1929.7,,08/03/23
1949.18,1934.5,1954.65,1933.2,,08/02/23
1965.62,1944.4,1966.05,1941.39,,08/01/23
1959.67,1965.1,1972.31,1951.69,,07/31/23
1959.67,1959.67,1959.67,1959.67,,07/30/23
1959.67,1959.67,1959.67,1959.67,,07/29/23
1946.67,1959.67,1963.51,1945.58,,07/28/23
1971.19,1944.37,1982.1,1942.65,,07/27/23
1964.92,1972.44,1977.75,1962.15,,07/26/23
1955.32,1964.94,1965.56,1953.33,,07/25/23
1962.15,1954.88,1967.75,1953.52,,07/24/23
1961.33,1961.33,1961.33,1961.33,,07/22/23
1970.55,1961.33,1973.75,1956.9,,07/21/23
1978.19,1969.99,1987.5,1965.54,,07/20/23
1979,1977.61,1980.85,1969.81,,07/19/23
1954.7,1978.97,1984.25,1954.7,,07/18/23
1954.56,1955.11,1959.75,1945.95,,07/17/23
1955.32,1955.32,1955.32,1955.32,,07/16/23
1955.32,1955.32,1955.32,1955.32,,07/15/23
1960.49,1955.32,1963.8,1951.17,,07/14/23
1957.89,1961.59,1963.35,1953,,07/13/23
1932.32,1957.44,1959.55,1932.32,,07/12/23
1925.35,1932.37,1938.27,1924.45,,07/11/23
1925.53,1925.37,1928.19,1912.8,,07/10/23
1925.57,1925.57,1925.57,1925.57,,07/09/23
1925.57,1925.57,1925.57,1925.57,,07/08/23
1911.17,1925.57,1934.75,1909.65,,07/07/23
1916.31,1911.08,1927.49,1902.75,,07/06/23
1925.4,1917.7,1934.95,1914.87,,07/05/23
1921.35,1925.4,1930.7,1920.05,,07/04/23
1918.58,1921.78,1930.9,1910.21,,07/03/23
1919.38,1919.38,1919.38,1919.38,,07/02/23
1919.38,1919.38,1919.38,1919.38,,07/01/23
1909,1919.38,1922.7,1900.62,,06/30/23
1908.5,1908.53,1913,1893.3,,06/29/23
1914.42,1907.78,1917.05,1902.8,,06/28/23
1924.02,1913.73,1930.61,1911.4,,06/27/23
1923.38,1923.21,1933.36,1921.75,,06/26/23
1921.7,1921.62,1921.7,1921.62,,06/25/23
1921.7,1921.7,1921.7,1921.7,,06/24/23
1914.33,1921.7,1936.17,1910.27,,06/23/23
1933.31,1913.85,1934.95,1912.55,,06/22/23
1936.5,1932.6,1939.3,1920.35,,06/21/23
1951.6,1936.29,1956.75,1929.91,,06/20/23
1958.55,1950.42,1958.64,1948,,06/19/23
1957.85,1957.85,1957.85,1957.85,,06/18/23
1957.85,1957.85,1957.85,1957.85,,06/17/23
1957.76,1957.85,1967.8,1953.55,,06/16/23
1943.65,1958.03,1960.29,1926.05,,06/15/23
1944.1,1943.45,1960.2,1939.9,,06/14/23
1957.02,1943.67,1968.57,1940.14,,06/13/23
1959.76,1957.65,1966.9,1949.3,,06/12/23
0,1960.99,0,0,,06/11/23
1960.99,1960.99,1960.99,1960.99,,06/10/23
1966.25,1960.99,1971.55,1957.08,,06/09/23
1941.09,1968.1,1970.3,1941.09,,06/08/23
1963.29,1939.99,1969.88,1939.95,,06/07/23
1961.43,1963.41,1966.33,1954.67,,06/06/23
1947.7,1962.11,1964,1938.19,,06/05/23
1948.02,1948.02,1948.02,1948.02,,06/04/23
1948.02,1948.02,1948.02,1948.02,,06/03/23
1977.04,1948.02,1983.4,1947.84,,06/02/23
1963.37,1978.15,1982.97,1953.6,,06/01/23
1958.83,1962.67,1974.25,1953.85,,05/31/23
1943.35,1959.52,1963.56,1932.28,,05/30/23
1943.84,1943.1,1949.73,1940.55,,05/29/23
1946.71,1946.61,1946.71,1946.61,,05/28/23
1946.71,1946.71,1946.71,1946.71,,05/27/23
1941.77,1946.71,1957.29,1937.74,,05/26/23
1958.5,1940.69,1964.74,1938.99,,05/25/23
1976.37,1957.36,1985.15,1956.9,,05/24/23
1971.86,1975.22,1977.61,1954.26,,05/23/23
1978.94,1969.79,1982.5,1969.33,,05/22/23
1977.8,1977.8,1977.8,1977.8,,05/21/23
1977.8,1977.8,1977.8,1977.8,,05/20/23
1958.39,1977.8,1983.25,1954.17,,05/19/23
1982.49,1958.43,1985.87,1952.08,,05/18/23
1988.31,1982.09,1993,1975.35,,05/17/23
2016.57,1988.94,2018.5,1985.62,,05/16/23
2010.25,2020.95,2021.81,2008.71,,05/15/23
0,2011.41,0,0,,05/14/23
2011.41,2011.41,2011.41,2011.41,,05/13/23
2015.2,2011.41,2022.28,2001.6,,05/12/23
2030.04,2015.88,2039.11,2011.54,,05/11/23
2034.31,2029.77,2047.89,2021.77,,05/10/23
2020.93,2034.43,2037.44,2019.6,,05/09/23
2016.6,2021.64,2029.36,2014.61,,05/08/23
2016.57,2016.57,2016.57,2016.57,,05/07/23
2016.57,2016.57,2016.57,2016.57,,05/06/23
2049.13,2016.57,2052.95,1999.8,,05/05/23
2045.55,2051.72,2062.83,2030.85,,05/04/23
2016.2,2039.37,2040.3,2010.29,,05/03/23
1981.93,2016.69,2018.97,1978.64,,05/02/23
1989.93,1982.42,2005.73,1977.26,,05/01/23
0,1989.7,0,0,,04/30/23
1989.7,1989.7,1989.7,1989.7,,04/29/23
1987.58,1989.7,1994.86,1978.18,,04/28/23
1990.09,1988.24,2003.17,1974.84,,04/27/23
1997.43,1989.85,2008.56,1983.58,,04/26/23
1992.26,1998.24,2003.72,1976.2,,04/25/23
1982.44,1989.25,1990.85,1974.95,,04/24/23
1982.44,1982.44,1982.44,1982.44,,04/23/23
1982.44,1982.44,1982.44,1982.44,,04/22/23
2004.24,1982.44,2005.5,1971.89,,04/21/23
1994.66,2004.69,2012.15,1990.65,,04/20/23
2005.34,1993.59,2008.1,1969.36,,04/19/23
1994.82,2005.3,2011.8,1991.51,,04/18/23
2002.78,1995.12,2014.9,1981.41,,04/17/23
2004.4,2004.4,2004.4,2004.4,,04/16/23
2004.4,2004.4,2004.4,2004.4,,04/15/23
2040.31,2004.4,2047.44,1992.73,,04/14/23
2014.36,2040.06,2048.27,2014.14,,04/13/23
2003.67,2014.21,2028.05,2001.86,,04/12/23
1991.59,2003.19,2007.4,1988.89,,04/11/23
2009.82,1990.33,2009.88,1981.75,,04/10/23
2008.27,2008.37,2008.37,2008.27,,04/09/23
2008.27,2008.27,2008.27,2008.27,,04/08/23
2008.37,2008.27,2009.4,2008.27,,04/07/23
2021.51,2008.37,2021.51,2001.36,,04/06/23
2021.29,2020.73,2031.93,2010.79,,04/05/23
1985.36,2020.34,2024.95,1977.25,,04/04/23
1969.84,1984.48,1990.48,1949.8,,04/03/23
1969.84,1969.84,1969.84,1969.84,,04/02/23
1969.84,1969.84,1969.84,1969.84,,04/01/23
1980.05,1969.84,1986.67,1967.05,,03/31/23
1964.09,1978.62,1984.31,1955.8,,03/30/23
1973.51,1964.39,1974.45,1958.94,,03/29/23
1957.81,1974.06,1975.2,1949.35,,03/28/23
1975.36,1956.92,1978.65,1944.5,,03/27/23
1977.66,1977.66,1977.66,1977.66,,03/26/23
1977.47,1977.66,1977.66,1977.47,,03/25/23
1992.64,1977.47,2002.8,1975.25,,03/24/23
1967.5,1991.03,2003.14,1966.3,,03/23/23
1942.01,1967.25,1977.93,1934.97,,03/22/23
1978.19,1941.43,1985.08,1935.57,,03/21/23
1976.58,1978.4,2009.3,1966.38,,03/20/23
0,1989.01,0,0,,03/19/23
1989.01,1989.01,1989.01,1989.01,,03/18/23
1920.04,1989.01,1989.24,1918.55,,03/17/23
1921.16,1919.35,1933.31,1907.66,,03/16/23
1904.64,1919.62,1937.07,1885.96,,03/15/23
1910.36,1904.14,1914.1,1895.74,,03/14/23
1886.39,1910.47,1914.51,1871.64,,03/13/23
0,1879.43,1893.71,0,,03/12/23
1868.14,1868.14,1868.14,1868.14,,03/11/23
1831.11,1868.14,1870.03,1827.84,,03/10/23
1814.6,1829.94,1835.08,1812.3,,03/09/23
1814.19,1815.38,1823.92,1809.53,,03/08/23
1846.37,1813.51,1851.61,1812.8,,03/07/23
1853.65,1848.13,1857.88,1845.34,,03/06/23
0,1855.36,1855.36,0,,03/05/23
1855.22,1855.22,1855.22,1855.22,,03/04/23
1836.45,1855.22,1856.36,1836.44,,03/03/23
1837.7,1835.8,1838.65,1830.15,,03/02/23
1827.09,1836.79,1844.49,1823.15,,03/01/23
1817.48,1826.65,1830.97,1805.18,,02/28/23
1812.06,1816.48,1820.03,1806.77,,02/27/23
0,1811.04,0,0,,02/26/23
1811.04,1811.04,1811.04,1811.04,,02/25/23
1822.67,1811.04,1827.83,1809.08,,02/24/23
1825.46,1824.29,1833.8,1817.84,,02/23/23
1835.06,1825.26,1845.57,1823.66,,02/22/23
1842.29,1835.13,1843.67,1830.27,,02/21/23
1841.46,1841.44,1847.38,1837.2,,02/20/23
1841.46,1841.46,1841.46,1841.46,,02/19/23
1841.46,1841.46,1841.46,1841.46,,02/18/23
1835.35,1841.46,1843.53,1818.75,,02/17/23
1836.73,1837.87,1845.14,1827.54,,02/16/23
1853.74,1834.14,1859.53,1830.82,,02/15/23
1853.63,1855.71,1869.73,1843.69,,02/14/23
1865.21,1853.62,1865.94,1850.38,,02/13/23
1864.87,1866.6,1866.6,1864.87,,02/12/23
1864.82,1864.82,1864.82,1864.82,,02/11/23
1861.93,1864.82,1871.67,1852.57,,02/10/23
1875.01,1861.43,1890.06,1858.8,,02/09/23
1873.01,1876.31,1885.83,1869.72,,02/08/23
1867.92,1872.24,1883.68,1865.24,,02/07/23
1865.42,1870.02,1881.1,1863.07,,02/06/23
1865.75,1865.11,1865.75,1865.09,,02/05/23
1865.75,1865.75,1865.75,1865.75,,02/04/23
1912.72,1865.75,1918.58,1861.38,,02/03/23
1953.14,1912.82,1959.52,1911.39,,02/02/23
1927.81,1950.36,1954.21,1920.73,,02/01/23
1922.61,1928.83,1930.99,1901.04,,01/31/23
1924.73,1922.49,1930.53,1920.95,,01/30/23
1928.8,1928.2,1928.8,1928.15,,01/29/23
1928.08,1928.8,1928.8,1928.08,,01/28/23
1929.76,1928.08,1934.7,1917.01,,01/27/23
1946.56,1929.13,1949.08,1919.04,,01/26/23
1937.55,1947.31,1947.31,1920.22,,01/25/23
1931.4,1937.89,1942.27,1918.02,,01/24/23
1924.68,1930.99,1935.34,1912.12,,01/23/23
1926.96,1926.37,1926.96,1926.08,,01/22/23
1926.96,1926.96,1926.96,1926.96,,01/21/23
1932.42,1926.96,1937.18,1920.62,,01/20/23
1903.48,1932.42,1934.98,1900.92,,01/19/23
1908.34,1904.27,1925.53,1896.44,,01/18/23
1916.55,1908.65,1918.74,1903.55,,01/17/23
1918.83,1915.42,1928.66,1910.9,,01/16/23
1920.55,1920.55,1920.55,1920.55,,01/15/23
1920.44,1920.44,1920.44,1920.44,,01/14/23
1895.79,1920.44,1921.67,1892.16,,01/13/23
1876.73,1896.95,1901.34,1875.66,,01/12/23
1877.42,1876.55,1886.59,1867.15,,01/11/23
1870.76,1877.71,1880.38,1867.71,,01/10/23
1867.05,1872.87,1880.9,1865.92,,01/09/23
0,1865.46,0,1865.34,,01/08/23
1866.07,1866.07,1866.07,1866.07,,01/07/23
1831.97,1866.07,1869.72,1831.36,,01/06/23
1854.5,1834.45,1858.76,1825.08,,01/05/23
1838.61,1855.46,1864.61,1836.34,,01/04/23
1828.53,1840.53,1849.95,1824.48,,01/03/23
1823.7,1823.76,1826.73,1823.7,,01/02/23
1814.32,1824.56,1825.85,1813.43,,12/30/22
1805.24,1810.33,1819.83,1804.27,,12/29/22
1813.77,1802.65,1814.49,1796.99,,12/28/22
1796.68,1812.83,1832.35,1796.52,,12/27/22
1798.24,1798.24,1798.24,1798.24,,12/26/22
0,1798.24,1798.24,0,,12/25/22
1798.16,1798.16,1798.16,1798.16,,12/24/22
1793.01,1798.16,1802.88,1790.97,,12/23/22
1814.04,1791.83,1820.45,1784.74,,12/22/22
1817.8,1814.13,1823.5,1811.62,,12/21/22
1787.34,1817.82,1820.45,1784.66,,12/20/22
1792.51,1787.39,1798.17,1783.93,,12/19/22
0,1790.07,1793.63,1790.07,,12/18/22
1792.41,1792.41,1792.41,1792.41,,12/17/22
1776.26,1792.41,1794.14,1774.38,,12/16/22
1806.7,1777.11,1808.58,1774.42,,12/15/22
1810.84,1807.35,1813.03,1796.53,,12/14/22
1781.24,1811.37,1814.8,1780.82,,12/13/22
1796.85,1781.56,1796.85,1777.71,,12/12/22
0,1796.85,0,0,,12/11/22
1796.85,1796.85,1796.85,1796.85,,12/10/22
1789.56,1796.85,1805.86,1788.28,,12/09/22
1786.13,1789.59,1794.6,1781.35,,12/08/22
1770.9,1785.78,1790.3,1768.77,,12/07/22
1767.9,1770.07,1780.7,1767.12,,12/06/22
1795.3,1767.05,1809.76,1765.7,,12/05/22
1797.95,1797.94,1797.95,1797.94,,12/04/22
1797.95,1797.95,1797.95,1797.95,,12/03/22
1802.16,1797.95,1804.4,1790.32,,12/02/22
1770.36,1803.22,1803.41,1769.52,,12/01/22
1749,1768,1769.89,1744.78,,11/30/22
1740.68,1748.9,1758.73,1740.08,,11/29/22
1754.58,1740.84,1763.47,1739.52,,11/28/22
0,1754.58,0,0,,11/27/22
1754.58,1754.58,1754.58,1754.58,,11/26/22
1754.93,1754.58,1760.99,1745.86,,11/25/22
1749.86,1756.17,1758.58,1749.45,,11/24/22
1740.07,1750.77,1752.48,1728.5,,11/23/22
1738.72,1739.86,1749.31,1737.05,,11/22/22
1751.29,1737.84,1753.04,1732.4,,11/21/22
0,1750.55,1750.55,0,,11/20/22
1749.97,1749.97,1749.97,1749.97,,11/19/22
1760.56,1749.97,1767.41,1747.45,,11/18/22
1772.97,1760.18,1774.61,1754.69,,11/17/22
1778.5,1773.22,1785,1770.21,,11/16/22
1770.6,1779.2,1786.01,1766.97,,11/15/22
1763.79,1770.73,1774.78,1753.39,,11/14/22
1770.7,1770.7,1770.7,1770.7,,11/13/22
1770.7,1770.7,1770.7,1770.7,,11/12/22
1753.35,1770.7,1772.67,1747.28,,11/11/22
1705.87,1755.15,1756.85,1703.67,,11/10/22
1711.09,1706.67,1722.03,1702.2,,11/09/22
1674.55,1713.33,1716.8,1664.8,,11/08/22
1675.91,1675.39,1681.31,1666.81,,11/07/22
0,1681.34,1681.34,0,,11/06/22
1681.27,1681.27,1681.27,1681.27,,11/05/22
1630.05,1681.27,1681.56,1629.24,,11/04/22
1632.57,1630.22,1640.7,1616.59,,11/03/22
1646.96,1633.55,1668.9,1633.43,,11/02/22
1632.95,1646.43,1656.43,1631.02,,11/01/22
1644.49,1632.85,1645.38,1631.81,,10/31/22
0,1644.38,1644.71,1642.11,,10/30/22
1642.76,1642.76,1642.76,1642.76,,10/29/22
1661.86,1642.76,1666.91,1638.29,,10/28/22
1664.38,1663.32,1670.34,1655.52,,10/27/22
1651.64,1664.77,1674.48,1649.53,,10/26/22
1650.07,1653.22,1660.44,1638.23,,10/25/22
1661.84,1649.7,1669.02,1644.08,,10/24/22
0,1657.66,0,0,,10/23/22
1657.66,1657.66,1657.66,1657.66,,10/22/22
