Open,Close,High,Low,Volume,Date
1771.05,1771.05,1771.05,1771.05,,06/28/20
1771.05,1771.05,1771.05,1771.05,,06/27/20
1764.75,1771.05,1771.65,1747.64,,06/26/20
1760.2,1762.14,1768.42,1755.61,,06/25/20
1769.4,1762.6,1778.7,1760.78,,06/24/20
1754.55,1769.1,1770.8,1747.2,,06/23/20
1747.35,1754.7,1762.03,1742.71,,06/22/20
1743.95,1743.95,1743.95,1743.95,,06/21/20
1743.95,1743.95,1743.95,1743.95,,06/20/20
1723.55,1743.95,1744.5,1721.03,,06/19/20
1726.15,1721.95,1736,1717.14,,06/18/20
1725.62,1726.63,1729.1,1713.1,,06/17/20
1726.76,1728.57,1732.01,1716.99,,06/16/20
1730.55,1725.75,1733.8,1704.12,,06/15/20
1730.8,1730.8,1730.8,1730.8,,06/14/20
1730.8,1730.8,1730.8,1730.8,,06/13/20
1729.15,1730.8,1742.66,1722.29,,06/12/20
1737.82,1726.3,1744.6,1721.1,,06/11/20
1716.1,1737.07,1739.03,1710.7,,06/10/20
1700.5,1714.5,1720.75,1691.8,,06/09/20
1681.5,1698.51,1700.25,1677.86,,06/08/20
1683.65,1683.65,1683.65,1683.65,,06/07/20
1683.65,1683.65,1683.65,1683.65,,06/06/20
1714.75,1683.65,1716.35,1670.3,,06/05/20
1699.7,1713.39,1720.6,1697,,06/04/20
1728,1698.1,1731.99,1689.13,,06/03/20
1737.5,1727.99,1744.35,1721.59,,06/02/20
1735.62,1739.98,1744.55,1728.55,,06/01/20
1730.35,1730.35,1730.35,1730.35,,05/30/20
1719.07,1730.35,1736.79,1712.65,,05/29/20
1708.8,1720.05,1726.83,1708.05,,05/28/20
1711.5,1708.8,1715.35,1693.9,,05/27/20
1727.15,1711.78,1735.05,1708.7,,05/26/20
1732.4,1729.13,1733.15,1722.09,,05/25/20
1736.69,1736.69,1736.69,1736.69,,05/24/20
1736.69,1736.69,1736.69,1736.69,,05/23/20
1726.45,1736.35,1739.7,1724.43,,05/22/20
1747.8,1726.55,1748.7,1717.69,,05/21/20
1745.62,1748.98,1753.5,1742.3,,05/20/20
1732.45,1744.09,1747.2,1726.17,,05/19/20
1747.8,1732.4,1764.75,1728.04,,05/18/20
1743.55,1743.55,1743.55,1743.55,,05/16/20
1730.3,1743,1751,1728.52,,05/15/20
1715.18,1732.05,1735.5,1711.1,,05/14/20
1703.9,1715.63,1717.66,1699.4,,05/13/20
1696.9,1702.04,1710.03,1693.7,,05/12/20
1702.55,1697.4,1712.35,1692.19,,05/11/20
1702.65,1702.65,1702.65,1702.65,,05/10/20
1702.65,1702.65,1702.65,1702.65,,05/09/20
1716.05,1702.65,1722.56,1701.61,,05/08/20
1687.7,1717.93,1721.57,1684.4,,05/07/20
1705.55,1685.5,1708.6,1683.08,,05/06/20
1701.7,1707.03,1711.61,1691.92,,05/05/20
1698.95,1701.4,1712.14,1692.7,,05/04/20
1686.78,1700.4,1705.15,1670.53,,05/01/20
1711.58,1686.8,1720.4,1681.37,,04/30/20
1707.75,1712.27,1716.3,1698.65,,04/29/20
1714.25,1708.8,1714.78,1692.88,,04/28/20
1722.1,1714.9,1725.87,1706.45,,04/27/20
1734.6,1734.41,1734.6,1734.41,,04/26/20
1731.55,1729.43,1736,1710.94,,04/24/20
1714.75,1732.54,1738.6,1707.43,,04/23/20
1686,1715.2,1719,1680.95,,04/22/20
1695.3,1687.5,1697.3,1662.19,,04/21/20
1683.05,1694.13,1702.5,1672.55,,04/20/20
1711.55,1683.85,1717.45,1680.02,,04/17/20
1715.7,1717.7,1738.1,1708.2,,04/16/20
1728.85,1716.9,1731.1,1708.1,,04/15/20
1715.18,1730.45,1746.7,1709.1,,04/14/20
1691.25,1714.3,1723.65,1679.8,,04/13/20
1697.5,1696.9,1697.5,1696.9,,04/10/20
1644.75,1683.89,1690.3,1644.3,,04/09/20
1648.35,1646,1656.65,1643.15,,04/08/20
1666.65,1648.96,1673.4,1643.6,,04/07/20
1614.8,1664.7,1668.85,1609.45,,04/06/20
1618.45,1618.45,1618.45,1618.45,,04/05/20
1615.6,1618.45,1625.1,1607.15,,04/03/20
1592.25,1614.3,1619.55,1581.05,,04/02/20
1573.3,1595.05,1601.15,1570.45,,04/01/20
1622.4,1571,1622.5,1570.25,,03/31/20
1621.85,1623.58,1631.95,1611.4,,03/30/20
1620.75,1622,1622,1615,,03/29/20
1630.6,1623.5,1632.3,1614.75,,03/27/20
1612.95,1631.8,1643.55,1599.2,,03/26/20
1630.85,1611.8,1637.5,1600,,03/25/20
1563.5,1630.65,1634.65,1561,,03/24/20
1491,1566.05,1566.3,1485.3,,03/23/20
1504,1490.85,1508.25,1485.55,,03/22/20
1468.2,1498.6,1516.05,1466.05,,03/20/20
1485.25,1467.4,1495.65,1463,,03/19/20
1538.7,1484.25,1543.45,1473.3,,03/18/20
1511.95,1537.15,1552.55,1466,,03/17/20
1558.9,1507.5,1560.75,1451.75,,03/16/20
1576.8,1529.3,1597.35,1504.9,,03/13/20
1639.75,1574.8,1649.75,1561.8,,03/12/20
1652.9,1638.35,1670.85,1633.85,,03/11/20
1669.45,1653.8,1671.1,1643.3,,03/10/20
1692.8,1673.6,1702.95,1658.8,,03/09/20
0,1697.4,1697.4,1697.4,,03/08/20
1672.38,1673.75,1691.5,1647.95,,03/06/20
1637.4,1672.28,1674.2,1635.6,,03/05/20
1642.55,1636.85,1649.75,1632.55,,03/04/20
1590.9,1640.95,1648.95,1589.85,,03/03/20
1583.3,1589.8,1610.8,1575.75,,03/02/20
1641.85,1585.85,1649.35,1565.35,,02/28/20
1641.45,1645.3,1660.35,1635.75,,02/27/20
1638.6,1640.9,1654.9,1626.15,,02/26/20
1658.3,1634.95,1658.55,1629.1,,02/25/20
1664.4,1659.35,1688.7,1651.35,,02/24/20
1643.45,1643.45,1643.45,1643.45,,02/23/20
1619.9,1643.45,1649.1,1619.1,,02/21/20
1611.83,1619.75,1623.45,1604.1,,02/20/20
1601.2,1611.35,1612.9,1599.6,,02/19/20
1583.9,1601.6,1605.1,1583.7,,02/18/20
1581.4,1581.05,1583.8,1578.95,,02/17/20
1576.2,1583.8,1585.05,1573.2,,02/14/20
1566.5,1575.95,1578.2,1565.75,,02/13/20
1567.75,1566.1,1570.45,1562.2,,02/12/20
1572.35,1567.65,1573.9,1562.3,,02/11/20
1569.25,1571.98,1576.9,1568.2,,02/10/20
1574.85,1574.85,1574.85,1574.85,,02/09/20
1565.9,1574.85,1574.85,1561.9,,02/07/20
1554.8,1566.35,1567.45,1552.75,,02/06/20
1553.45,1556,1562.35,1547.65,,02/05/20
1578.35,1549.45,1579.5,1549.3,,02/04/20
1589.35,1576.95,1591.75,1570.7,,02/03/20
1589.65,1589.65,1589.65,1589.65,,02/02/20
1575.35,1589.65,1590.5,1571.1,,01/31/20
1575.45,1574.45,1586,1572.75,,01/30/20
1569.1,1577.03,1577.9,1563.5,,01/29/20
1580.7,1567.25,1582.95,1565.7,,01/28/20
1581.3,1581.65,1586,1576.05,,01/27/20
1571.85,1571.85,1571.85,1571.85,,01/26/20
1562.4,1571.85,1575.7,1556.65,,01/24/20
1558.65,1562.9,1567.9,1552.15,,01/23/20
1557.7,1558.65,1559.3,1550.55,,01/22/20
1560.95,1558.05,1568.65,1546.5,,01/21/20
1558.7,1560.55,1562.8,1556.45,,01/20/20
1557.3,1557.3,1557.3,1557.3,,01/19/20
1557.3,1557.3,1557.3,1557.3,,01/18/20
1552.45,1557.3,1561.25,1549.75,,01/17/20
1555.5,1552.65,1558.05,1548.35,,01/16/20
1546.7,1556.25,1558.05,1546.55,,01/15/20
1548.6,1546.55,1548.95,1536.4,,01/14/20
1560.15,1548.25,1560.65,1547.1,,01/13/20
1562.34,1562.34,1562.34,1562.34,,01/12/20
1553.3,1562.34,1563.2,1545.8,,01/10/20
1555.35,1552.64,1561.3,1540.35,,01/09/20
1578.05,1556.55,1611,1552.7,,01/08/20
1564.75,1574.35,1577,1555.65,,01/07/20
1569.3,1565.91,1579.5,1561,,01/06/20
1528.5,1552.35,1553,1528.1,,01/03/20
1519.95,1528.85,1531.3,1517.9,,01/02/20
1514.85,1517.48,0,1514.85,,12/31/19
1511.45,1514.85,1516,1510.9,,12/30/19
1511,1511.4,1515.4,1507.5,,12/27/19
1500.6,1510.81,1512.6,1497.95,,12/26/19
1495.3,1495.45,1495.45,1495.3,,12/25/19
1485.4,1499.55,1500.55,1485.35,,12/24/19
1477.85,1485.45,1486.1,1477.65,,12/23/19
0,1477.65,1477.65,0,,12/22/19
1479.3,1478.05,1480.8,1476.05,,12/20/19
1475.35,1479.1,1481.75,1473.4,,12/19/19
1476.1,1475.74,1479.3,1470.7,,12/18/19
1476.1,1476.33,1480.4,1474.4,,12/17/19
1475,1475.85,1479.8,1473.35,,12/16/19
1466.65,1475.9,1478.1,1463.15,,12/13/19
1475,1469.5,1486.3,1465.1,,12/12/19
1464.25,1474.6,1478.6,1462.8,,12/11/19
1461.7,1464.16,1469.1,1460.15,,12/10/19
1459.05,1461.45,1465.4,1459.05,,12/09/19
1460.25,1460.25,1460.25,1460.25,,12/08/19
1460.25,1460.25,1460.25,1460.25,,12/07/19
1476.15,1460.25,1477,1459,,12/06/19
1474.53,1476.05,1480.35,1472.9,,12/05/19
1476.55,1474.45,1484,1471.5,,12/04/19
1461.85,1477.6,1481.7,1460,,12/03/19
1460.4,1462.75,1465.05,1454.2,,12/02/19
1469.45,1469.4,1469.45,1469.4,,12/01/19
1455.65,1463.9,1466.6,1453.15,,11/29/19
1455.85,1456.15,1458.25,1454.55,,11/28/19
1461.65,1454.63,1461.85,1452.8,,11/27/19
1455.1,1461.35,1462.8,1451.3,,11/26/19
1460.8,1455.44,1462.2,1454.1,,11/25/19
1462.05,1462.05,1462.05,1462.05,,11/24/19
1464.8,1462.05,1473.3,1461.8,,11/22/19
1475.4,1464.35,1475.7,1462.85,,11/21/19
1474.3,1471.36,1478.8,1466.2,,11/20/19
1470.75,1472.55,1475.2,1465.15,,11/19/19
1468.1,1471.45,1473.8,1456.6,,11/18/19
1466.55,1466.55,1466.55,1466.55,,11/17/19
1471.2,1466.55,1471.4,1462.7,,11/15/19
1464.25,1471.06,1474.6,1461.2,,11/14/19
1457.4,1463.36,1467.1,1457.2,,11/13/19
1455.3,1456.05,1460.35,1445.8,,11/12/19
1460.45,1455.75,1466.5,1448.3,,11/11/19
1468.4,1458.75,1472.95,1456.5,,11/08/19
1490,1468.85,1492.2,1461.75,,11/07/19
1483.8,1490.3,1493.9,1483.25,,11/06/19
1509.55,1483.78,1509.65,1480.1,,11/05/19
1513.25,1509.35,1514.8,1504.9,,11/04/19
1513.95,1513.95,1513.95,1513.95,,11/03/19
1512.6,1513.95,1515.3,1503.6,,11/01/19
1495.8,1512.25,1514.25,1494.1,,10/31/19
1487.75,1495.55,1496.55,1481.65,,10/30/19
1491.95,1487.45,1494.8,1482.65,,10/29/19
1503.5,1492.1,1508.1,1490.1,,10/28/19
1504.73,1503.4,1504.73,1502.3,,10/27/19
1504.73,1504.73,1504.73,1504.73,,10/26/19
1503.35,1504.73,1517.85,1500.9,,10/25/19
1491.8,1504.85,1504.85,1488.15,,10/24/19
1488.3,1492.1,1496.15,1487.85,,10/23/19
1485.05,1488.05,1488.95,1481.45,,10/22/19
1491.6,1484.5,1495.1,1482,,10/21/19
1492.6,1490.1,1494.15,1485.1,,10/18/19
1490.25,1492.1,1497.05,1483.8,,10/17/19
1481.35,1493.45,1493.45,1477.4,,10/16/19
1492.45,1481.3,1497.9,1477.85,,10/15/19
1487.3,1492.99,1497.05,1482.9,,10/14/19
1489.85,1489.85,1489.85,1489.85,,10/13/19
1495.15,1489.85,1503.3,1474.3,,10/11/19
1506.15,1494.25,1516.8,1491.5,,10/10/19
1506.75,1505.35,1511.4,1500.1,,10/09/19
1493.85,1505.46,1508.65,1487.8,,10/08/19
1508.55,1493.63,1509.3,1488.9,,10/07/19
1506.4,1504.6,1510.3,1497.45,,10/04/19
1499.2,1505.35,1516.9,1496.3,,10/03/19
1480.35,1499.5,1505.15,1474.7,,10/02/19
1473.4,1478.98,1487.15,1459.35,,10/01/19
1496.45,1472.25,1500.3,1464.75,,09/30/19
1496.95,1496.95,1496.95,1496.95,,09/29/19
1504.45,1496.95,1507.5,1487.25,,09/27/19
1503.7,1504.83,1512.15,1501.75,,09/26/19
1533.25,1504.15,1535.15,1501.5,,09/25/19
1523.1,1531.65,1535.4,1515.85,,09/24/19
1512.85,1522.33,1526.65,1511.7,,09/23/19
1517.15,1517.15,1517.15,1517.15,,09/22/19
1499.35,1517.15,1517.15,1498.05,,09/20/19
1493.1,1499.22,1504.2,1489.35,,09/19/19
1502.05,1494.14,1511.1,1484.95,,09/18/19
1498.75,1501.15,1507.1,1493.7,,09/17/19
1503.2,1498.63,1512,1496,,09/16/19
1497.85,1483.25,1508.9,1483.25,,09/13/19
1496.85,1499.15,1522.9,1489.3,,09/12/19
1486.85,1496.99,1498.3,1486.15,,09/11/19
1498.4,1485.65,1500.75,1484.9,,09/10/19
1504.59,1499.14,1515.1,1498.1,,09/09/19
1502.15,1502.15,1502.15,1502.15,,09/08/19
1502.15,1502.15,1502.15,1502.15,,09/07/19
1519.1,1502.15,1527.6,1502.15,,09/06/19
1551.6,1519.35,1553,1510.55,,09/05/19
1546.38,1552.55,1557,1534.2,,09/04/19
1527.15,1549.35,1549.65,1521.9,,09/03/19
1529.15,1529.85,1531.05,1519.6,,09/02/19
1520.25,1520.25,1520.25,1520.25,,09/01/19
1527.7,1520.25,1532.6,1517.75,,08/30/19
1539.35,1527.45,1550.2,1520.25,,08/29/19
1541.1,1538.95,1546.65,1532.25,,08/28/19
1527,1542.55,1544.4,1526.1,,08/27/19
1548.4,1522.05,1554.75,1522.05,,08/26/19
1498.85,1526.75,1529.9,1493.8,,08/23/19
1502,1498.33,1504.5,1492.7,,08/22/19
1506.6,1502.45,1507.9,1496.7,,08/21/19
1496.85,1507.55,1508.4,1493.55,,08/20/19
1510.15,1495.85,1513,1493.6,,08/19/19
1514.15,1514.15,1514.15,1514.15,,08/18/19
1522.05,1514.15,1527.3,1504.2,,08/16/19
1519.5,1523.2,1526.2,1508.75,,08/15/19
1501.83,1516.5,1523.9,1494.8,,08/14/19
1510.65,1501.3,1534.45,1486.35,,08/13/19
1496.15,1511.3,1515.35,1488.35,,08/12/19
1495.25,1495.25,1495.25,1495.25,,08/11/19
1505.5,1495.25,1508.1,1495,,08/09/19
1498.65,1500.15,1509.5,1490.8,,08/08/19
1474.45,1501.45,1509.8,1472.4,,08/07/19
1472.4,1474.27,1474.85,1457.1,,08/06/19
1440.7,1463.47,1469.75,1437.1,,08/05/19
1444.95,1440.7,1447.9,1430.4,,08/02/19
1416.05,1450.15,1450.15,1400.9,,08/01/19
1430.9,1413.81,1432.85,1410.7,,07/31/19
1425.95,1430.65,1432.95,1422.5,,07/30/19
1420.45,1430.05,1430.05,1417.15,,07/29/19
1418.65,1418.65,1418.65,1418.65,,07/28/19
1415.35,1418.65,1424.5,1413.9,,07/26/19
1425.55,1414.53,1433.6,1411.35,,07/25/19
1417.45,1425.57,1429.25,1416.5,,07/24/19
1424.9,1417.39,1429.25,1414.55,,07/23/19
1425.95,1425.12,1429.65,1422.55,,07/22/19
1449.25,1425.55,1452.2,1420.9,,07/19/19
1426.6,1445.95,1447.9,1415.05,,07/18/19
1406.85,1426.7,1426.7,1400.2,,07/17/19
1415.1,1406.33,1418.25,1401.4,,07/16/19
1419.05,1414.08,1419.55,1408,,07/15/19
1405.05,1415.55,1416.8,1403.6,,07/12/19
1419.65,1403.93,1426,1401.6,,07/11/19
1396.85,1418.88,1419,1390.3,,07/10/19
1395.75,1397.6,1399.9,1386.95,,07/09/19
1399.3,1395.5,1407.6,1391.95,,07/08/19
1399.95,1399.95,1399.95,1399.95,,07/07/19
1416.75,1399.95,1423.9,1387.8,,07/05/19
1419.65,1417.7,1421.75,1410.8,,07/04/19
1423.15,1423.45,1436.25,1412.55,,07/03/19
1384.35,1423.35,1423.35,1384.3,,07/02/19
1392.35,1382.45,1395.5,1382,,07/01/19
1409.5,1409.5,1409.5,1409.5,,06/30/19
1409.4,1409.5,1424.05,1406.2,,06/28/19
1408.3,1409.68,1411.8,1399.7,,06/27/19
1421.25,1407.45,1422,1402.6,,06/26/19
1418.85,1423.25,1438.65,1412.3,,06/25/19
1400.6,1419.55,1421.1,1400.6,,06/24/19
1399.05,1399.05,1399.05,1399.05,,06/23/19
1388.4,1399.05,1410.3,1382.75,,06/21/19
1359.15,1388.18,1393,1357.8,,06/20/19
1346.35,1360.27,1362.5,1341.9,,06/19/19
1340.1,1346.48,1354.2,1338.7,,06/18/19
1342,1336.15,1343.2,1333,,06/17/19
1342.5,1341.55,1358.2,1338.25,,06/14/19
1333.8,1342.35,1343.2,1332.6,,06/13/19
1326.95,1333.55,1338.3,1326.2,,06/12/19
1328.2,1329.55,1329.9,1320,,06/11/19
1335.4,1328.13,1337.7,1325.4,,06/10/19
1340.7,1340.7,1340.7,1335.6,,06/09/19
1335.85,1340.7,1348.05,1330.4,,06/07/19
1332.25,1335.6,1339.8,1327.45,,06/06/19
1325.35,1330.18,1343.95,1324.6,,06/05/19
1325.05,1325.28,1329.05,1320.1,,06/04/19
1306.8,1325.17,1328.05,1306.7,,06/03/19
1305.65,1305.65,1305.65,1305.65,,06/02/19
1288.3,1305.65,1306.9,1288.1,,05/31/19
1280.15,1289.05,1289.15,1275.2,,05/30/19
1279.86,1279.6,1285.6,1279.25,,05/29/19
1285.45,1279.5,1286.65,1276.3,,05/28/19
1285.55,1285.2,1287.5,1283.8,,05/27/19
0,1292.45,1292.45,1292.45,,05/26/19
1283.6,1285,1285.3,1280.9,,05/24/19
1273.8,1283.45,1287.3,1272.95,,05/23/19
1274.6,1273.85,1277.3,1272.65,,05/22/19
1277.65,1274.75,1278,1269.75,,05/21/19
1278.55,1277.95,1278.95,1274,,05/20/19
1277.55,1277.55,1277.55,1277.55,,05/19/19
1286.7,1277.55,1288.9,1275.3,,05/17/19
1296.6,1286.65,1298.75,1284.25,,05/16/19
1297.2,1296.45,1300.9,1293.1,,05/15/19
1300.65,1297,1303.25,1293.85,,05/14/19
1287.15,1300.05,1301.25,1282.15,,05/13/19
1286,1286,1286,1286,,05/12/19
1284.55,1286,1289.45,1283.25,,05/10/19
1281.3,1284.14,1288.05,1279.8,,05/09/19
1284.05,1280.93,1291.45,1279.5,,05/08/19
1282.9,1288.85,1288.85,1278.35,,05/07/19
1285.05,1275.15,1285.1,1275.15,,05/06/19
1276.65,1276.65,1276.65,1276.65,,05/05/19
1270.65,1276.65,1282.4,1269.2,,05/03/19
1277.25,1270.65,1278,1266.6,,05/02/19
1283.4,1276.66,1287,1273.55,,05/01/19
1280.15,1287.95,1287.95,1280,,04/30/19
1285.95,1279.8,1286.7,1278.3,,04/29/19
1286.25,1286.25,1286.25,1286.25,,04/28/19
1286.25,1286.25,1286.25,1286.25,,04/27/19
1277.45,1286.25,1288.75,1276.05,,04/26/19
1275.55,1277.35,1282.55,1273.5,,04/25/19
1272.25,1275.36,1278.5,1268.9,,04/24/19
1275.4,1272.4,1276.5,1266.55,,04/23/19
1276.5,1273.25,1279.8,1273.25,,04/22/19
1274.1,1274.1,1274.1,1274.1,,04/21/19
1274.4,1274.1,1277.7,1271.4,,04/18/19
1277.05,1274.14,1279.7,1273.2,,04/17/19
1288.05,1272.95,1288.7,1272.15,,04/16/19
1292.2,1287,1292.2,1282.7,,04/15/19
1290.4,1290.4,1290.4,1290.4,,04/14/19
1292.6,1290.4,1295.85,1290.4,,04/12/19
1308.15,1288.75,1309.2,1288.75,,04/11/19
1304.55,1307.85,1310.65,1301.4,,04/10/19
1298.05,1303.88,1306.25,1296.7,,04/09/19
1292.3,1292.65,1303.8,1291.5,,04/08/19
1290.15,1290.15,1290.15,1290.15,,04/07/19
1290.15,1290.15,1290.15,1290.15,,04/06/19
1292.9,1290.15,1293.6,1284.65,,04/05/19
1290.55,1294.35,1294.35,1281.15,,04/04/19
1292.35,1289.95,1294.5,1288.6,,04/03/19
1287.75,1293.15,1293.15,1285.6,,04/02/19
1292.6,1285.15,1297,1285.15,,04/01/19
1292.86,1292.86,1292.86,1292.86,,03/31/19
1291.15,1292.86,1299.7,1287.2,,03/29/19
1309.3,1291.2,1312.3,1288.7,,03/28/19
1316.71,1309.755,1319.3,1308.41,,03/27/19
1321.96,1316.355,1323.255,1312.91,,03/26/19
1312.21,1322.21,1324.41,1311.105,,03/25/19
1313.225,1313.05,1314.005,1313.05,,03/24/19
1309.3,1313.225,1314.91,1307.105,,03/22/19
1314.3,1309.505,1320.3,1303.755,,03/21/19
1306.755,1314.105,1316.875,1299.3,,03/20/19
1303.505,1306.71,1310.96,1302.605,,03/19/19
1302.21,1303.505,1306.71,1298.505,,03/18/19
1301.375,1302.105,1302.95,1301.375,,03/17/19
1296.3,1301.375,1306.41,1294.105,,03/15/19
1309.91,1296.505,1310.46,1293.105,,03/14/19
1301.005,1309.8,1313.375,1301.005,,03/13/19
1293.21,1301.05,1302.105,1292.21,,03/12/19
1297.16,1293.21,1299.105,1290.605,,03/11/19
1299.275,1296.71,1299.275,1296.41,,03/10/19
1286.605,1299.275,1300.71,1285.3,,03/08/19
1286.855,1285.66,1288.855,1281.41,,03/07/19
1287.46,1286.57,1290.91,1283.755,,03/06/19
1287.41,1287.775,1289.55,1281.46,,03/05/19
1295.91,1286.71,1297.105,1283.16,,03/04/19
1292.765,1292.765,1292.765,1292.765,,03/03/19
1292.765,1292.765,1292.765,1292.765,,03/02/19
1314.46,1292.765,1315.105,1290.355,,03/01/19
1320.105,1313.57,1327.105,1312.8,,02/28/19
1329.255,1319.96,1329.96,1317.3,,02/27/19
1327.46,1328.91,1330.21,1323.71,,02/26/19
1327.855,1326.725,1332.55,1325.41,,02/25/19
1327.625,1327.625,1327.625,1327.625,,02/24/19
1324.46,1327.625,1333.005,1322.05,,02/22/19
1339.16,1323.275,1341.255,1322.605,,02/21/19
1339.91,1336.725,1346.41,1336.725,,02/20/19
1326.25,1341.255,1341.71,1322.96,,02/19/19
1321.625,1326.68,1327.605,1320.755,,02/18/19
1323.375,1323.375,1323.375,1323.375,,02/17/19
1312.71,1323.375,1323.375,1311.505,,02/15/19
1306.71,1312.355,1314.355,1303.3,,02/14/19
1311.3,1304.125,1318.21,1304.125,,02/13/19
1307.96,1310.725,1314.8,1306.71,,02/12/19
1313.71,1308.125,1314.8,1303.91,,02/11/19
1314.93,1314.93,1314.93,1314.93,,02/10/19
1310.21,1314.93,1315.71,1307.91,,02/08/19
1307.71,1310.355,1312.005,1302.855,,02/07/19
1314.66,1306.57,1315.91,1305.8,,02/06/19
1312.005,1316.05,1316.71,1310.8,,02/05/19
1318.275,1310.125,1318.275,1309.05,,02/04/19
1318.625,1318.625,1318.625,1318.625,,02/03/19
1321.005,1318.625,1323.3,1316.355,,02/01/19
1320.55,1321.02,1326.255,1317.66,,01/31/19
1311.66,1319.755,1319.91,1309.505,,01/30/19
1303.41,1312.18,1312.18,1302.8,,01/29/19
1300.2,1303.57,1304.45,1297.855,,01/28/19
0,1309.47,1309.47,1309.47,,01/27/19
1280.745,1303.43,1303.54,1279.995,,01/25/19
1282.895,1281.145,1284.895,1277.2,,01/24/19
1285.04,1282.725,1286.495,1278.79,,01/23/19
1280.145,1285.18,1285.495,1277.59,,01/22/19
1282.855,1280.28,1283.605,1276.895,,01/21/19
1281.21,1281.21,1281.21,1281.21,,01/20/19
1292.4,1281.21,1292.5,1280.75,,01/18/19
1293.9,1291.95,1295.4,1289.05,,01/17/19
1289.85,1293.55,1295,1288,,01/16/19
1292.6,1289.85,1294.6,1287.05,,01/15/19
1288.2,1291.55,1295.9,1288.05,,01/14/19
0,1291.25,1291.25,1291.25,,01/13/19
1286.95,1287.55,1295.2,1286.95,,01/11/19
1293.1,1286.25,1297.05,1286.25,,01/10/19
1285.05,1293.95,1293.95,1280.3,,01/09/19
1289.4,1285.55,1290.2,1279.8,,01/08/19
1286.05,1289.55,1295,1282.75,,01/07/19
1284.95,1284.95,1284.95,1284.95,,01/06/19
1293.9,1284.95,1298.4,1276.9,,01/04/19
1287.05,1294.05,1294.85,1284.95,,01/03/19
1281.6,1284.55,1288.7,1278.8,,01/02/19
1280.05,1279.45,1284.1,1277.5,,12/31/18
1280.75,1280.75,1280.75,1280.75,,12/30/18
1275.1,1280.75,1281.9,1274.4,,12/28/18
1268.13,1275.45,1278.9,1266.8,,12/27/18
1270.23,1267.05,1279.1,1264.9,,12/26/18
1270.225,1270.225,1270.225,1270.225,,12/25/18
1258.46,1265.775,1269.41,1258.105,,12/24/18
0,1251.58,0,0,,12/23/18
1260.8,1255.66,1262.71,1254.105,,12/21/18
1244.41,1259.81,1266.41,1242.91,,12/20/18
1250.05,1243.105,1258.105,1241.91,,12/19/18
1245.71,1249.34,1250.3,1245.105,,12/18/18
1240.48,1245.875,1248.05,1235.765,,12/17/18
1238.42,1238.42,1238.42,1238.42,,12/16/18
1242.005,1238.42,1243.105,1233.05,,12/14/18
1246.16,1241.855,1246.8,1240.41,,12/13/18
1243.505,1245.605,1247.255,1242.105,,12/12/18
1245.105,1242.52,1249.505,1241.16,,12/11/18
1250.48,1244.32,1251.875,1241.855,,12/10/18
1248.68,1248.68,1248.68,1248.68,,12/09/18
1238.005,1248.68,1250.105,1237.505,,12/07/18
1238.21,1238.16,1244.21,1234.96,,12/06/18
1238.96,1237.57,1239.3,1233.505,,12/05/18
1231.005,1238.625,1241.91,1230.605,,12/04/18
1230.82,1230.82,1230.82,1230.82,,12/03/18
1224.3,1222.105,1225.605,1216.755,,11/30/18
1220.71,1224.46,1228.96,1220.505,,11/29/18
1216.875,1221.18,1226.46,1211.41,,11/28/18
1222.505,1215.015,1225.16,1212.05,,11/27/18
1223.66,1222.515,1228.16,1221.8,,11/26/18
1227.05,1224.52,1228.605,1220.46,,11/23/18
1226.115,1226.115,1226.115,1226.115,,11/22/18
1222.005,1226.08,1230.105,1219.855,,11/21/18
1224.05,1221.55,1228.8,1220.21,,11/20/18
1222.05,1224.105,1225.3,1218.105,,11/19/18
1221.225,1221.225,1221.225,1221.225,,11/18/18
1213.41,1221.225,1225.3,1213.3,,11/16/18
1210.93,1213.375,1216.005,1208.255,,11/15/18
1202.855,1210.855,1216.005,1197.8,,11/14/18
1201.355,1202.375,1205.21,1196.495,,11/13/18
1209.41,1200.125,1211.505,1200.125,,11/12/18
1209.725,1209.725,1209.725,1209.725,,11/11/18
1223.46,1209.725,1223.55,1206.91,,11/09/18
1226.66,1223.66,1227.05,1220.41,,11/08/18
1227.355,1224.82,1235.91,1223.3,,11/07/18
1231.505,1226.97,1235.96,1223.66,,11/06/18
1233.46,1231.615,1235.16,1227.005,,11/05/18
1234.355,1233.06,1236.41,1230.005,,11/02/18
1215.605,1234.105,1237.41,1215.505,,11/01/18
1222.41,1215.3,1223.105,1212.29,,10/31/18
1229.66,1222.71,1230.66,1220.05,,10/30/18
1233.21,1230.21,1235.41,1224.91,,10/29/18
1234.55,1233.46,1234.96,1233.355,,10/28/18
1232.41,1233.765,1243.05,1230.21,,10/26/18
1233.96,1232.105,1239.21,1228.21,,10/25/18
1230.96,1234.66,1234.775,1225.8,,10/24/18
1222.255,1230.46,1239.605,1221.8,,10/23/18
1228.21,1223.505,1229.605,1220.3,,10/22/18
1226.855,1226.855,1226.855,1226.855,,10/21/18
1225.66,1226.855,1230.55,1223.3,,10/19/18
1222.255,1225.855,1230.21,1218.8,,10/18/18
1225.005,1221.32,1229.355,1220.755,,10/17/18
1227.46,1224.43,1232.3,1223.71,,10/16/18
1218.05,1226.855,1233.255,1218.05,,10/15/18
1217.93,1217.93,1217.93,1217.93,,10/14/18
