Date,gold_ATR,gold_ATR_norm,silver_ATR,silver_ATR_norm
2021-04-09,21.526044444444445,0.012450745850419016,0.791862222222222,0.031848440313218346
2021-04-27,24.390844444444454,0.01380067269425547,0.6534966666666671,0.025539712338632628
2021-05-14,26.68871111111111,0.014809030796281224,0.7282566666666671,0.02727597486834437
2021-06-02,21.47102222222222,0.011360328255107665,0.5394333333333329,0.019386779730400885
2021-06-18,28.14986666666668,0.015081634617567419,0.6422399999999994,0.023350196018412317
2021-07-07,19.6436888888889,0.011028377698665293,0.6570600000000001,0.025095243439366276
2021-07-28,20.630222222222205,0.011410105832703021,0.7869044444444447,0.030377885682092157
2021-08-16,25.552622222222226,0.014346431800920777,0.636378888888889,0.025863526249228906
2021-09-04,19.205244444444475,0.010651194853852606,0.5231277777777781,0.021895735085180005
2021-09-20,24.14511111111113,0.013507404781570705,0.6247133333333333,0.02650321847990828
2021-10-06,21.33120000000001,0.012159043134459127,0.5989199999999999,0.026748418863307078
2021-10-25,22.099866666666685,0.012461036999074492,0.5747333333333338,0.024706028563581665
2021-11-10,22.75075555555558,0.01261320190819692,0.7543355555555554,0.03129739762447525
2021-11-26,21.56622222222222,0.011727683155542417,0.6913055555555554,0.02832774930487789
2021-12-12,15.391688888888881,0.008641041425044025,0.434142222222222,0.019441609250830955
2021-12-28,18.83622222222222,0.010482180438470375,0.48123777777777765,0.021291921351862062
2022-01-16,19.78271111111111,0.010910907854329414,0.6887166666666658,0.03009803373613972
2022-02-01,19.419288888888893,0.01066783243562774,0.8582811111111112,0.03617108226986258
2022-02-17,28.740177777777813,0.015630559281456718,0.6593655555555555,0.028399437145200455
2022-03-08,48.55271111111112,0.02520380462519283,0.7839255555555559,0.03171218047157195
2022-03-25,30.843911111111108,0.015800235878688285,0.8945577777777776,0.03546810119917041
2022-04-11,19.811466666666647,0.010239069025413805,0.716703333333334,0.029499603485069185
2022-04-26,29.721555555555522,0.015256841830891205,0.724557777777778,0.0292102419900235
2022-05-17,27.98573333333331,0.015017991928320212,0.5993111111111111,0.026982943084567355
2022-06-01,19.84426666666667,0.01073764723435724,0.45644666666666667,0.020856714009903972
2022-06-16,24.17888888888893,0.013060557302308673,0.5040277777777775,0.023063445330103377
2022-07-01,20.40968888888891,0.011178368620928634,0.5516133333333335,0.026138847440413324
2022-07-19,22.56591111111109,0.012964472702233843,0.5310200000000002,0.02780834387636257
2022-08-04,19.51151111111108,0.011191739300704245,0.5275455555555563,0.027157538360493463
2022-08-19,17.272266666666663,0.009696825961760384,0.45408111111111127,0.02248138122495928
2022-09-03,18.502666666666677,0.010684117251592127,0.44813111111111154,0.024016020901194014
2022-09-19,23.60679999999999,0.01388892934694478,0.5968122222222225,0.03143143654962264
2022-10-04,27.769244444444436,0.016722352907891373,0.780577777777778,0.04063752871207782
2022-10-20,25.931822222222223,0.01554924159409835,0.6607555555555558,0.034198740019849565
2022-11-07,31.722266666666673,0.01918778122894647,0.7472888888888888,0.03806511304426869
2022-11-23,21.67595555555557,0.012374691924986598,0.6756444444444438,0.031618422137238616
2022-12-09,24.94462222222222,0.014055368436781492,0.79319999999999935,0.03559948553693284
2022-12-29,23.232622222222194,0.012909002411610833,0.693244444444444,0.029348092808201685
2023-01-18,21.00773333333334,0.011215509104522403,0.6329999999999996,0.026537815874700797
2023-02-02,26.55591111111111,0.013755644522345895,0.6166666666666669,0.025956128569867235
2023-02-17,17.500533333333333,0.00941083577711661,0.38537777777777726,0.01749589938832771
2023-03-07,31.869244444444423,0.017406369345552453,0.6733333333333333,0.0318938303062165
2023-03-25,34.53306666666667,0.018066953123407357,0.5899111111111113,0.027203051503787285
2023-04-09,24.81711111111114,0.0124854963425419,0.47097777777777833,0.01949840158828523
2023-04-24,25.658177777777762,0.012833626393537145,0.48973333333333374,0.019394921811164083
2023-05-10,25.84097777777777,0.01284984556144273,0.5750222222222221,0.02267894490875755
2023-05-26,21.192933333333354,0.010698217684424279,0.4671555555555557,0.01975141104201134
2023-06-13,20.10733333333333,0.010278153466367906,0.5489777777777782,0.02314628710173208
2023-06-28,16.157066666666694,0.008351238283535976,0.4723999999999999,0.02031041301108027
2023-07-14,16.783733333333316,0.008699436324840054,0.514622222222222,0.022132486145469598
2023-07-30,17.7653333333333,0.009053296830435868,0.5198666666666666,0.021056005208973872
2023-08-15,14.443777777777752,0.0074883668491524955,0.4508888888888893,0.01940328062173574
2023-08-31,14.68724444444442,0.007696222403838999,0.5272444444444442,0.022355659820372624
2023-09-17,14.483511111111115,0.007539631568036317,0.41568888888888905,0.01795029205191591
2023-10-02,22.083688888888886,0.011673573506266091,0.6286222222222221,0.027509607341469372
2023-10-17,26.242266666666662,0.014054897074281113,0.48448888888888897,0.0221204379587421
2023-11-01,19.36568888888888,0.009765463702846618,0.48039999999999977,0.020814670173601932
2023-11-16,20.063066666666685,0.010207432589472503,0.6028444444444443,0.02635895154193359
2023-12-04,30.347777777777782,0.01504756612391819,0.6971555555555559,0.028602858999622706
2023-12-19,20.123022222222207,0.009990873594965253,0.41088888888888886,0.01743806456604349
2024-01-04,18.246799999999915,0.008877872360869322,0.410977777777778,0.017172737885778364
2024-01-19,19.09582222222221,0.009377528036377787,0.3937777777777776,0.017122916734071722
2024-02-03,17.56328888888885,0.008652734417626136,0.4375111111111106,0.019204220670569826
2024-02-18,15.560311111111083,0.007703482634822465,0.5225333333333332,0.02300966987664431
2024-03-07,25.74395555555557,0.012488043627739245,0.5931111111111116,0.025674725015188873
2024-03-18,27.996400000000083,0.012926856059278381,0.5358000000000003,0.021645628799726233
